gene_id,C4.gene_counts,C5.gene_counts,C7.gene_counts,T10.gene_counts,T11.gene_counts,T8.gene_counts
ENSMUSG00000117528,0,0,0,0,0,0
ENSMUSG00000117639,0,0,0,0,0,0
ENSMUSG00000089524,0,0,0,0,0,0
ENSMUSG00000023990,3406,2744,3760,2355,3312,2711
ENSMUSG00000044477,1983,1393,2138,1388,1724,1384
ENSMUSG00000117947,3,2,0,8,0,0
ENSMUSG00000117974,8,10,2,4,4,1
ENSMUSG00000032717,0,0,0,0,0,0
ENSMUSG00000065027,0,0,0,0,0,0
ENSMUSG00000064748,0,0,0,0,0,0
ENSMUSG00000062202,594,484,508,417,625,521
ENSMUSG00000089222,1,0,0,0,0,0
ENSMUSG00000117962,1,1,3,0,2,0
ENSMUSG00000117835,0,2,0,0,0,0
ENSMUSG00000118341,0,0,0,0,0,0
ENSMUSG00000103207,6,5,0,1,2,11
ENSMUSG00000117725,16,21,23,39,34,47
ENSMUSG00000024026,295,258,291,212,301,266
ENSMUSG00000118053,0,0,0,0,0,0
ENSMUSG00000118382,0,2,0,0,0,0
ENSMUSG00000117749,0,0,0,0,0,0
ENSMUSG00000099474,3,3,8,5,7,7
ENSMUSG00000033826,256,286,129,219,296,244
ENSMUSG00000118756,0,0,0,0,0,0
ENSMUSG00000117760,0,0,0,0,0,0
ENSMUSG00000118205,0,0,0,0,0,0
ENSMUSG00000118119,0,0,0,0,0,0
ENSMUSG00000118281,0,1,0,0,0,0
ENSMUSG00000024027,0,0,0,0,0,0
ENSMUSG00000117786,0,0,0,0,0,0
ENSMUSG00000118284,0,0,0,0,0,0
ENSMUSG00000054134,0,0,0,0,0,0
ENSMUSG00002076283,0,0,0,0,0,0
ENSMUSG00000118169,0,0,0,0,0,0
ENSMUSG00000024030,261,115,122,150,114,71
ENSMUSG00002075577,0,0,0,0,0,0
ENSMUSG00000024029,0,0,0,0,0,0
ENSMUSG00000024028,0,0,0,0,0,0
ENSMUSG00000024032,0,0,0,0,0,0
ENSMUSG00000024034,0,0,0,0,2,0
ENSMUSG00000042345,23,3,13,19,2,9
ENSMUSG00000117899,1,1,0,2,4,0
ENSMUSG00000024033,125,68,89,73,90,133
ENSMUSG00000024036,494,375,343,287,465,465
ENSMUSG00000118295,32,36,17,28,29,21
ENSMUSG00000041119,0,0,3,0,0,0
ENSMUSG00000118157,0,0,0,0,0,0
ENSMUSG00000118081,0,0,0,0,0,0
ENSMUSG00000118390,0,0,0,0,0,0
ENSMUSG00000024037,659,540,559,402,634,525
ENSMUSG00000118049,12,6,7,17,14,4
ENSMUSG00000024038,607,453,672,455,605,483
ENSMUSG00000104159,0,0,0,1,2,0
ENSMUSG00000117818,0,5,0,3,0,0
ENSMUSG00000013562,0,0,0,0,0,0
ENSMUSG00000118071,18,7,8,2,16,5
ENSMUSG00000117858,0,0,0,0,0,0
ENSMUSG00000006705,1036,777,1027,730,1241,1047
ENSMUSG00002075796,0,0,0,0,0,0
ENSMUSG00000118239,30,30,14,24,27,48
ENSMUSG00000024039,3,0,3,6,1,10
ENSMUSG00000118161,5,3,4,5,5,8
ENSMUSG00000061613,2929,2194,1967,2157,2527,2222
ENSMUSG00000117987,0,0,0,0,0,0
ENSMUSG00000024041,0,0,0,0,0,0
ENSMUSG00000117656,0,0,0,0,0,0
ENSMUSG00000117355,0,0,0,0,0,0
ENSMUSG00000024042,8852,3184,5157,5860,4842,2509
ENSMUSG00000117562,0,0,0,0,0,0
ENSMUSG00000117879,0,0,0,0,0,0
ENSMUSG00000002076,0,1,6,0,0,0
ENSMUSG00000091548,0,0,0,0,0,0
ENSMUSG00002076533,0,0,0,0,0,0
ENSMUSG00000058392,774,643,550,621,815,681
ENSMUSG00000038146,0,0,0,1,0,0
ENSMUSG00000117925,1,0,0,0,0,2
ENSMUSG00000037577,5,12,3,4,1,1
ENSMUSG00000024002,8131,6509,5464,6313,7667,6856
ENSMUSG00000116414,3,6,3,1,2,8
ENSMUSG00000024045,4589,4110,2133,3418,4552,3749
ENSMUSG00000002625,2208,1975,1273,1459,1807,1734
ENSMUSG00000024050,1813,1593,1386,1308,1783,1758
ENSMUSG00002075297,0,0,0,0,0,0
ENSMUSG00000052142,7365,6444,5589,4489,6330,5319
ENSMUSG00000117872,29,26,16,37,29,44
ENSMUSG00000079563,95,76,103,77,59,67
ENSMUSG00000061126,9,6,17,4,1,3
ENSMUSG00000091586,115,112,91,56,129,75
ENSMUSG00000048440,51,39,62,48,47,45
ENSMUSG00000117366,0,0,0,0,0,0
ENSMUSG00000117392,0,0,0,0,0,0
ENSMUSG00000117479,0,0,0,0,0,0
ENSMUSG00000062464,3,0,0,0,0,0
ENSMUSG00000117459,0,1,0,0,0,0
ENSMUSG00000090700,0,0,1,0,0,0
ENSMUSG00000073424,0,0,0,0,0,0
ENSMUSG00000117443,0,0,0,0,0,0
ENSMUSG00000117651,0,0,0,0,0,0
ENSMUSG00000117581,0,0,2,0,0,0
ENSMUSG00000024298,2700,2724,962,2617,3238,3031
ENSMUSG00000091968,0,0,2,2,0,2
ENSMUSG00000055202,0,2,0,2,1,4
ENSMUSG00000077338,0,0,0,0,0,0
ENSMUSG00002076627,0,0,0,2,0,0
ENSMUSG00000097030,0,1,0,0,0,0
ENSMUSG00000095253,75,89,47,71,129,115
ENSMUSG00000117347,0,0,0,0,0,0
ENSMUSG00000117468,0,0,0,0,0,0
ENSMUSG00000095325,190,249,166,167,324,249
ENSMUSG00000117601,0,0,0,0,0,0
ENSMUSG00000024292,0,0,0,0,0,0
ENSMUSG00000024055,75,71,45,82,69,86
ENSMUSG00002075941,0,3,1,0,3,0
ENSMUSG00000053600,429,247,220,322,447,244
ENSMUSG00000053390,200,285,144,211,352,333
ENSMUSG00000067430,29,70,15,22,94,48
ENSMUSG00000023350,0,0,0,0,0,0
ENSMUSG00000067424,42,56,23,44,66,51
ENSMUSG00000048602,0,0,0,0,0,0
ENSMUSG00000094891,0,0,0,0,0,0
ENSMUSG00000093884,0,0,0,0,0,0
ENSMUSG00000096169,0,0,0,0,0,0
ENSMUSG00000094441,139,150,68,119,202,162
ENSMUSG00000054666,0,0,0,0,0,0
ENSMUSG00000096910,100,102,54,107,130,156
ENSMUSG00000091515,0,0,0,0,0,0
ENSMUSG00000003929,97,101,81,82,190,136
ENSMUSG00000055240,151,142,63,171,240,126
ENSMUSG00000092519,0,0,0,0,0,0
ENSMUSG00000117495,0,0,0,0,0,0
ENSMUSG00000024299,1034,788,555,730,635,833
ENSMUSG00000024300,259,183,245,202,298,196
ENSMUSG00000073423,324,335,296,201,300,312
ENSMUSG00000092412,0,0,0,2,0,0
ENSMUSG00000032739,3,0,1,0,8,7
ENSMUSG00000059208,9291,7718,5658,7498,9712,8910
ENSMUSG00000079557,919,832,1114,580,939,661
ENSMUSG00002076706,0,0,0,0,0,0
ENSMUSG00000077450,2814,2369,2871,2207,3087,2510
ENSMUSG00000002289,53,56,54,50,57,28
ENSMUSG00000092602,0,0,0,0,0,0
ENSMUSG00000042099,17,23,28,2,14,63
ENSMUSG00000067288,2973,2066,2556,1242,1837,1729
ENSMUSG00000041881,707,567,861,498,709,621
ENSMUSG00000002308,52,29,49,39,36,36
ENSMUSG00000092571,0,0,0,0,0,0
ENSMUSG00000115113,0,0,0,0,0,0
ENSMUSG00000079553,1039,859,926,748,1066,1074
ENSMUSG00000119263,0,0,0,0,0,0
ENSMUSG00000092349,10,10,35,11,18,24
ENSMUSG00000064043,824,687,581,475,1001,1104
ENSMUSG00002076233,0,0,0,0,0,0
ENSMUSG00000034729,265,291,304,266,357,422
ENSMUSG00000023979,56,57,43,31,61,38
ENSMUSG00000023982,0,0,0,0,0,0
ENSMUSG00000118471,0,0,0,0,0,0
ENSMUSG00000096361,9,3,6,0,4,0
ENSMUSG00000047150,0,0,0,0,0,0
ENSMUSG00000034382,0,0,0,0,0,0
ENSMUSG00000023980,1051,941,1061,983,1158,976
ENSMUSG00000034165,6841,5592,7584,4462,7554,6327
ENSMUSG00000023988,842,594,1018,621,876,694
ENSMUSG00000092558,511,507,482,415,608,554
ENSMUSG00000023984,5,3,8,1,7,14
ENSMUSG00000083672,0,0,0,0,0,0
ENSMUSG00000090115,249,257,207,178,302,338
ENSMUSG00000033475,7,5,1,3,2,8
ENSMUSG00000079444,1,0,0,0,0,0
ENSMUSG00000084880,6,3,3,2,12,1
ENSMUSG00000096549,0,0,0,0,0,0
ENSMUSG00000023266,2,3,2,1,0,2
ENSMUSG00000086930,0,1,0,0,0,0
ENSMUSG00000023987,3,1,0,0,2,0
ENSMUSG00000024457,3061,2577,2756,2365,3018,2730
ENSMUSG00000065651,10,3,0,16,5,8
ENSMUSG00000050747,6,17,5,0,22,17
ENSMUSG00000073400,5,1,1,2,0,0
ENSMUSG00000073399,0,3,0,4,0,2
ENSMUSG00000058063,0,0,0,0,0,0
ENSMUSG00000092239,0,0,0,0,1,0
ENSMUSG00000036492,8,8,8,3,20,6
ENSMUSG00000036398,740,612,835,566,821,748
ENSMUSG00000036315,548,420,572,393,545,494
ENSMUSG00000036214,15,38,26,18,35,37
ENSMUSG00002076029,0,0,0,0,0,0
ENSMUSG00000083534,0,0,0,0,0,0
ENSMUSG00000064308,0,0,0,0,0,0
ENSMUSG00000024459,13,15,1,12,2,18
ENSMUSG00000036036,0,0,0,0,0,0
ENSMUSG00000076439,0,0,0,0,0,0
ENSMUSG00002076600,0,0,0,0,0,0
ENSMUSG00000024462,910,820,231,510,568,531
ENSMUSG00000056600,0,0,0,0,2,0
ENSMUSG00000095377,0,0,0,0,0,2
ENSMUSG00000096477,0,0,0,0,0,0
ENSMUSG00000092339,0,0,0,0,0,0
ENSMUSG00000092223,0,0,0,0,0,0
ENSMUSG00000091601,0,0,0,0,0,0
ENSMUSG00000092408,0,0,0,0,0,0
ENSMUSG00000092270,0,0,0,0,0,0
ENSMUSG00000035186,0,0,0,0,0,0
ENSMUSG00000043827,0,0,0,0,0,0
ENSMUSG00000049561,0,0,0,0,0,0
ENSMUSG00000064121,0,0,0,0,0,0
ENSMUSG00000058802,0,0,0,0,0,0
ENSMUSG00000092340,2,3,2,1,0,4
ENSMUSG00000115039,0,0,0,0,0,0
ENSMUSG00000091530,7,3,1,0,13,3
ENSMUSG00000062327,0,0,0,0,0,0
ENSMUSG00000102863,67,48,4,56,57,44
ENSMUSG00000103558,151,58,9,94,39,53
ENSMUSG00000117103,1,0,0,3,0,11
ENSMUSG00000117107,1,3,3,0,0,0
ENSMUSG00002075261,1,2,5,3,7,6
ENSMUSG00000091831,29,14,13,9,27,22
ENSMUSG00000118105,0,0,0,0,0,0
ENSMUSG00000036775,129,122,151,109,122,187
ENSMUSG00000024177,12,8,16,3,25,9
ENSMUSG00000049124,3,0,1,2,4,4
ENSMUSG00000024180,464,422,341,290,442,257
ENSMUSG00000024181,713,558,797,544,781,822
ENSMUSG00000117374,2,0,0,0,0,0
ENSMUSG00000024184,1,0,0,3,0,1
ENSMUSG00000073433,7,0,0,0,0,0
ENSMUSG00000024186,17,11,3,4,12,7
ENSMUSG00000024187,50,41,92,60,47,72
ENSMUSG00000088273,1,0,0,0,0,4
ENSMUSG00000117513,0,0,0,0,6,0
ENSMUSG00000117622,2,0,0,0,3,0
ENSMUSG00000117609,0,0,0,0,0,0
ENSMUSG00000024188,2186,1867,1548,1729,2254,1868
ENSMUSG00000117596,2,1,0,0,0,0
ENSMUSG00000089764,13,15,20,20,24,12
ENSMUSG00000084893,8,4,0,0,8,0
ENSMUSG00000024182,2417,1881,2562,1742,2496,2070
ENSMUSG00000023926,0,5,0,0,1,0
ENSMUSG00000098082,0,0,0,0,0,0
ENSMUSG00000054951,0,0,1,0,0,0
ENSMUSG00000091043,0,3,0,0,2,0
ENSMUSG00002075699,2,2,0,0,1,1
ENSMUSG00000023919,399,333,276,343,429,336
ENSMUSG00000002307,1992,1546,1947,1529,2058,1946
ENSMUSG00000024308,3397,2768,4108,2553,3511,2788
ENSMUSG00000051390,697,681,816,548,679,657
ENSMUSG00000041354,3675,3213,2348,2383,3181,2959
ENSMUSG00000024309,376,377,514,228,455,436
ENSMUSG00000117603,2,7,1,6,7,0
ENSMUSG00000024312,758,657,839,552,852,635
ENSMUSG00000067370,132,177,165,100,133,120
ENSMUSG00000008668,11240,8550,12934,7489,9912,9085
ENSMUSG00000024319,2476,2074,2410,1681,2321,2335
ENSMUSG00000084601,0,3,0,3,0,0
ENSMUSG00000092512,2,0,12,0,0,11
ENSMUSG00000118084,27,32,29,19,15,36
ENSMUSG00000061232,20065,13890,16152,13728,23073,19166
ENSMUSG00000118082,1,0,0,0,0,0
ENSMUSG00000024325,636,564,656,321,632,521
ENSMUSG00000092338,3,2,0,0,4,4
ENSMUSG00000065555,0,0,0,0,0,0
ENSMUSG00000105964,0,0,0,0,0,0
ENSMUSG00000073422,19,17,2,13,21,4
ENSMUSG00000092595,18,14,10,4,22,8
ENSMUSG00000024327,97,68,91,47,72,47
ENSMUSG00000039656,2252,1955,2379,1422,2081,1779
ENSMUSG00000024330,546,559,310,345,483,479
ENSMUSG00000092383,3,2,0,2,4,4
ENSMUSG00000098197,36,33,31,16,24,43
ENSMUSG00000098241,9,5,13,5,3,18
ENSMUSG00000024334,1940,1666,2363,1448,2103,1510
ENSMUSG00000117772,5,1,0,7,0,14
ENSMUSG00000024335,17612,12479,15877,13290,17733,13022
ENSMUSG00000117829,0,0,0,0,0,0
ENSMUSG00000092246,5,0,0,6,3,14
ENSMUSG00000117003,0,0,0,0,0,0
ENSMUSG00000023460,409,387,195,285,455,343
ENSMUSG00000117235,0,0,0,0,0,0
ENSMUSG00002075599,0,0,0,0,0,0
ENSMUSG00000071984,0,0,0,0,0,0
ENSMUSG00000094396,0,0,0,0,0,0
ENSMUSG00000091206,0,0,2,0,0,0
ENSMUSG00000004730,13,4,5,4,12,9
ENSMUSG00000090655,0,0,0,0,0,0
ENSMUSG00000117223,0,0,0,0,0,0
ENSMUSG00000091504,0,0,0,0,0,0
ENSMUSG00000088499,1,0,0,0,0,1
ENSMUSG00000071275,0,0,0,0,0,0
ENSMUSG00000091670,0,0,0,0,0,0
ENSMUSG00000091656,0,0,0,0,0,0
ENSMUSG00000091350,0,0,0,0,0,0
ENSMUSG00000091491,231,154,73,81,89,152
ENSMUSG00000093607,0,0,0,0,0,0
ENSMUSG00000090224,0,0,0,0,0,0
ENSMUSG00000117274,0,0,0,0,0,0
ENSMUSG00000041565,0,0,0,0,0,0
ENSMUSG00000096965,217,228,120,169,193,214
ENSMUSG00000120134,0,0,0,0,0,0
ENSMUSG00000120263,44,26,21,33,41,26
ENSMUSG00000120274,0,1,1,0,0,0
ENSMUSG00000118026,10,9,7,6,11,15
ENSMUSG00000120330,4,14,11,6,1,6
ENSMUSG00000117980,0,0,0,0,0,0
ENSMUSG00000100150,19,7,13,13,12,22
ENSMUSG00000120381,0,0,0,1,0,0
ENSMUSG00000120398,0,2,0,0,0,0
ENSMUSG00000120402,1,1,4,1,3,0
ENSMUSG00000078838,0,2,0,0,0,0
ENSMUSG00000117654,3,6,1,4,0,18
ENSMUSG00000120531,0,0,0,0,0,1
ENSMUSG00000120541,0,0,0,0,0,0
ENSMUSG00000073374,29,30,28,8,28,25
ENSMUSG00000066170,24,29,13,15,56,24
ENSMUSG00000120361,1,0,10,4,0,7
ENSMUSG00000120597,27,22,2,20,32,15
ENSMUSG00000120609,0,0,0,0,0,0
ENSMUSG00000120612,0,0,0,0,0,0
ENSMUSG00000092415,683,394,198,474,355,380
ENSMUSG00000120221,0,0,0,0,0,0
ENSMUSG00000120305,1,1,0,0,0,0
ENSMUSG00000117371,6,1,5,7,0,0
ENSMUSG00000117575,4,7,0,4,0,11
ENSMUSG00000099384,0,5,2,2,8,11
ENSMUSG00000120702,2,0,0,1,0,0
ENSMUSG00000092591,21,12,8,6,32,27
ENSMUSG00000093622,4,0,0,0,0,6
ENSMUSG00000117254,0,0,0,0,0,0
ENSMUSG00000120854,4,1,2,0,3,5
ENSMUSG00000112121,0,0,0,0,0,0
ENSMUSG00000117011,0,0,0,0,0,0
ENSMUSG00000116995,475,393,325,294,415,429
ENSMUSG00000097305,0,0,0,0,0,0
ENSMUSG00000097006,16,5,3,6,3,2
ENSMUSG00000117172,0,0,0,0,0,0
ENSMUSG00000073437,109,138,47,117,171,191
ENSMUSG00000120922,0,1,0,0,0,0
ENSMUSG00000085287,47,33,16,21,37,29
ENSMUSG00000086010,0,0,0,0,0,0
ENSMUSG00000120925,3,2,4,3,0,5
ENSMUSG00000120301,4,3,1,0,10,0
ENSMUSG00000120934,0,0,0,0,2,0
ENSMUSG00000120937,0,0,0,0,0,0
ENSMUSG00000117486,0,0,0,0,0,0
ENSMUSG00000092539,0,0,1,0,0,0
ENSMUSG00000117358,6,1,0,6,5,9
ENSMUSG00000093460,0,0,0,0,0,1
ENSMUSG00000097624,0,0,0,0,0,0
ENSMUSG00000117545,0,0,0,0,0,0
ENSMUSG00000073430,33,38,34,22,47,27
ENSMUSG00000117437,0,0,0,0,0,0
ENSMUSG00000097217,6,12,4,12,7,9
ENSMUSG00000120995,83,76,62,86,137,131
ENSMUSG00000120277,1,1,0,4,3,0
ENSMUSG00000120998,0,0,0,0,0,0
ENSMUSG00000121087,0,0,0,0,0,0
ENSMUSG00000100865,53,42,23,39,49,39
ENSMUSG00000121105,0,0,0,0,0,0
ENSMUSG00000072761,97,92,59,62,117,105
ENSMUSG00000090952,49,38,27,25,35,39
ENSMUSG00000121122,6,7,7,6,2,8
ENSMUSG00000085705,5,4,0,2,0,0
ENSMUSG00000121093,1626,1330,979,1827,1928,1898
ENSMUSG00000119983,17,6,13,4,19,16
ENSMUSG00000121147,0,0,0,0,0,0
ENSMUSG00000121152,0,0,0,0,0,0
ENSMUSG00000090069,36,38,14,13,38,63
ENSMUSG00000092564,17,16,32,14,21,17
ENSMUSG00000120176,2,0,4,2,0,3
ENSMUSG00000101438,0,0,0,0,0,0
ENSMUSG00000085492,163,149,172,162,182,148
ENSMUSG00000120175,20,9,13,20,28,18
ENSMUSG00000121174,0,0,0,0,0,0
ENSMUSG00000121180,0,3,0,1,0,0
ENSMUSG00000097350,3,3,2,5,0,0
ENSMUSG00000097154,81,70,56,62,68,77
ENSMUSG00000121197,3,2,5,2,1,8
ENSMUSG00000121204,2,2,0,0,2,0
ENSMUSG00000078247,0,0,0,0,0,0
ENSMUSG00000120681,0,1,1,0,0,0
ENSMUSG00000121208,0,0,0,0,0,0
ENSMUSG00000121209,1,2,0,8,0,0
ENSMUSG00000060149,152,208,78,181,241,181
ENSMUSG00000117393,21,35,23,24,26,37
ENSMUSG00000093565,36,15,23,4,11,7
ENSMUSG00000116802,88,90,81,119,133,82
ENSMUSG00000117485,6,4,1,0,1,2
ENSMUSG00000121227,0,0,0,0,0,0
ENSMUSG00000121022,4,1,1,0,6,9
ENSMUSG00000121228,0,0,0,0,2,0
ENSMUSG00000121229,0,0,0,0,0,0
ENSMUSG00000117501,0,0,0,0,0,0
ENSMUSG00000095193,29,51,23,42,44,49
ENSMUSG00000121103,5,0,8,10,2,0
ENSMUSG00000121234,0,0,0,0,0,0
ENSMUSG00000121111,10,9,7,15,12,4
ENSMUSG00000116718,67,77,13,82,39,42
ENSMUSG00000066057,48,53,17,64,96,61
ENSMUSG00000116852,6,3,6,3,12,8
ENSMUSG00000116644,17,10,23,11,5,10
ENSMUSG00000117314,0,0,0,5,0,0
ENSMUSG00000121243,5,1,8,1,0,2
ENSMUSG00000121244,12,13,10,10,17,8
ENSMUSG00000117444,0,0,0,0,0,0
ENSMUSG00000089633,0,0,0,0,0,0
ENSMUSG00000079414,64,41,55,26,79,85
ENSMUSG00000117916,0,0,0,0,0,0
ENSMUSG00000120436,0,0,0,0,0,0
ENSMUSG00000117322,0,9,6,6,5,16
ENSMUSG00000067882,0,0,0,0,4,0
ENSMUSG00000071256,218,220,316,229,263,182
ENSMUSG00000115842,0,0,0,0,0,0
ENSMUSG00000062012,0,0,0,0,0,0
ENSMUSG00000023902,0,1,0,0,0,0
ENSMUSG00000117059,1,0,0,0,0,0
ENSMUSG00000023903,2,3,1,1,2,0
ENSMUSG00000117108,0,0,0,0,0,0
ENSMUSG00000117258,0,0,0,0,0,0
ENSMUSG00000043782,3,3,0,2,4,1
ENSMUSG00000041319,874,806,997,592,1044,774
ENSMUSG00000023904,190,149,239,132,146,134
ENSMUSG00000023905,71,22,30,45,51,23
ENSMUSG00000023906,0,1,0,0,0,0
ENSMUSG00000066720,0,0,0,0,0,0
ENSMUSG00000067341,3423,3072,3377,2640,4025,3020
ENSMUSG00000024340,1039,856,502,551,1054,1153
ENSMUSG00000062638,192,140,133,140,174,146
ENSMUSG00000083522,0,1,0,0,0,0
ENSMUSG00000073411,20899,14783,20129,14258,23469,19611
ENSMUSG00000092438,1,1,0,1,0,0
ENSMUSG00000079507,3,5,2,2,1,7
ENSMUSG00000091655,2,0,2,2,4,0
ENSMUSG00000091705,0,0,1,0,7,0
ENSMUSG00000092253,0,0,0,0,0,0
ENSMUSG00000079505,72,76,71,113,130,94
ENSMUSG00000035929,4268,2865,2482,2975,4609,3943
ENSMUSG00000055413,725,455,288,507,918,990
ENSMUSG00000092560,3,1,0,2,4,0
ENSMUSG00000073409,650,304,347,426,583,670
ENSMUSG00000060550,266,158,176,164,467,500
ENSMUSG00000092278,0,0,0,0,0,0
ENSMUSG00000079492,1,0,0,0,0,0
ENSMUSG00000091373,0,0,0,0,0,0
ENSMUSG00000073406,1,0,0,0,0,0
ENSMUSG00000092304,0,0,0,0,0,0
ENSMUSG00000092224,0,2,0,0,0,0
ENSMUSG00000073405,210,171,231,198,219,154
ENSMUSG00000092243,2,1,1,0,3,0
ENSMUSG00000092365,0,0,0,0,0,0
ENSMUSG00000079491,599,421,340,376,788,578
ENSMUSG00000092277,5,0,7,15,9,8
ENSMUSG00000073980,2,1,1,1,7,0
ENSMUSG00000038311,0,0,0,0,0,0
ENSMUSG00000092366,0,0,0,0,0,0
ENSMUSG00000092289,0,0,0,0,0,0
ENSMUSG00000073402,4,2,0,0,5,0
ENSMUSG00000092474,0,0,0,0,1,0
ENSMUSG00000092374,0,0,0,0,0,0
ENSMUSG00000092480,0,0,0,0,0,0
ENSMUSG00000054128,1,0,0,0,0,0
ENSMUSG00000092240,0,0,0,0,0,0
ENSMUSG00000092306,0,0,0,0,0,0
ENSMUSG00000092457,1,0,0,0,0,0
ENSMUSG00000092265,0,0,0,0,0,0
ENSMUSG00000092362,0,0,0,0,0,0
ENSMUSG00000101932,2,2,0,0,0,1
ENSMUSG00000092428,0,1,0,0,0,0
ENSMUSG00000101756,0,0,0,0,0,0
ENSMUSG00000092612,0,0,0,0,0,0
ENSMUSG00000092363,0,0,0,0,0,0
ENSMUSG00002075285,0,0,0,0,0,0
ENSMUSG00000092502,0,0,0,0,0,0
ENSMUSG00000092392,0,1,1,1,0,0
ENSMUSG00000092317,0,0,0,0,0,0
ENSMUSG00000041130,1933,1521,1431,1171,1651,1598
ENSMUSG00000007021,5,3,8,4,0,6
ENSMUSG00000040888,387,307,501,177,379,271
ENSMUSG00000019320,15,11,9,5,32,8
ENSMUSG00000040688,903,722,874,535,887,809
ENSMUSG00000008482,1,2,3,1,0,0
ENSMUSG00000044533,23176,18627,31017,15454,26130,20364
ENSMUSG00000090101,4,0,0,0,0,0
ENSMUSG00000089255,9,7,7,1,6,0
ENSMUSG00000077709,0,0,0,0,0,0
ENSMUSG00000040048,952,812,1073,631,934,785
ENSMUSG00000002500,1,2,0,0,0,1
ENSMUSG00000075705,402,365,515,270,431,400
ENSMUSG00000039628,7,4,7,5,2,0
ENSMUSG00000073420,0,0,0,0,0,0
ENSMUSG00000121344,0,0,0,0,0,0
ENSMUSG00000023795,13,27,4,21,10,14
ENSMUSG00000121378,11,11,0,1,9,0
ENSMUSG00000096780,36,43,2,22,23,43
ENSMUSG00000121395,181,165,72,174,212,210
ENSMUSG00000079356,1,1,0,0,0,1
ENSMUSG00000121397,0,0,0,0,0,1
ENSMUSG00000079711,0,0,0,0,0,0
ENSMUSG00000121414,0,0,0,0,0,0
ENSMUSG00000067949,0,0,0,0,0,0
ENSMUSG00000121426,0,0,0,0,0,0
ENSMUSG00000002791,0,1,0,0,0,0
ENSMUSG00000121449,7,2,2,0,2,5
ENSMUSG00000117373,0,0,0,0,0,0
ENSMUSG00000121450,0,0,0,5,0,0
ENSMUSG00000117068,0,0,0,0,0,0
ENSMUSG00000121469,0,0,0,0,0,0
ENSMUSG00000098090,0,0,0,0,0,0
ENSMUSG00000121491,24,17,6,30,23,35
ENSMUSG00000024295,2,2,0,0,0,1
ENSMUSG00000121493,18,22,22,27,14,26
ENSMUSG00000067203,79,46,24,49,88,60
ENSMUSG00000121503,481,245,277,467,455,305
ENSMUSG00000082103,4,0,2,0,2,0
ENSMUSG00000092444,3,4,0,0,1,1
ENSMUSG00000073403,0,0,0,0,0,0
ENSMUSG00000090556,0,0,0,0,0,0
ENSMUSG00000065743,0,0,0,0,0,0
ENSMUSG00000058626,55,115,34,0,0,0
ENSMUSG00000036026,263,206,92,130,216,220
ENSMUSG00000086472,4,6,1,18,0,6
ENSMUSG00000023939,295,232,329,180,251,226
ENSMUSG00000094690,0,0,0,0,0,0
ENSMUSG00000097727,0,0,0,0,0,0
ENSMUSG00000117139,0,0,0,0,0,0
ENSMUSG00000096717,0,0,0,0,0,0
ENSMUSG00000093533,0,0,0,0,0,0
ENSMUSG00000036322,7,10,11,5,9,26
ENSMUSG00000121508,3,3,0,0,0,3
ENSMUSG00000040899,90,58,97,105,68,27
ENSMUSG00000120679,67,31,42,43,45,28
ENSMUSG00000023861,228,152,178,211,231,148
ENSMUSG00000087478,29,23,11,33,16,27
ENSMUSG00000073468,1629,1297,1160,1409,1407,1265
ENSMUSG00000117569,0,0,0,0,0,0
ENSMUSG00000055945,36,51,19,19,55,58
ENSMUSG00000116860,0,0,0,0,0,0
ENSMUSG00000116704,1,2,2,0,1,0
ENSMUSG00000084390,0,0,0,0,0,0
ENSMUSG00000099104,0,0,0,0,0,0
ENSMUSG00000067235,10,9,5,4,4,6
ENSMUSG00000024406,2,0,0,0,0,0
ENSMUSG00000093516,0,0,0,0,0,0
ENSMUSG00000050410,1966,1636,2379,1568,2331,2462
ENSMUSG00000118589,6,5,6,3,6,8
ENSMUSG00000040312,1145,857,514,697,842,1110
ENSMUSG00000024409,6,11,0,6,6,7
ENSMUSG00000039518,0,0,0,0,0,0
ENSMUSG00000092409,0,0,0,0,0,0
ENSMUSG00000039269,0,0,0,0,0,0
ENSMUSG00000090509,0,0,0,0,0,0
ENSMUSG00000090588,0,0,0,0,0,0
ENSMUSG00000073408,1,0,2,5,1,1
ENSMUSG00000092389,0,0,0,0,0,0
ENSMUSG00000038838,682,495,553,421,638,507
ENSMUSG00000001524,346,241,347,243,357,322
ENSMUSG00000003534,0,0,1,7,0,0
ENSMUSG00001118668,0,0,0,0,0,0
ENSMUSG00000086867,0,0,0,0,0,0
ENSMUSG00000120061,0,0,0,0,0,0
ENSMUSG00000092219,0,0,0,0,0,0
ENSMUSG00000092600,0,0,0,0,0,0
ENSMUSG00000093564,0,0,0,0,0,0
ENSMUSG00000095658,0,0,0,0,0,0
ENSMUSG00000093703,0,0,0,0,0,0
ENSMUSG00000093685,0,0,0,0,0,0
ENSMUSG00000096429,0,0,0,0,0,0
ENSMUSG00000093714,0,0,0,0,0,0
ENSMUSG00000117162,0,0,0,0,0,0
ENSMUSG00000117095,0,0,0,0,0,0
ENSMUSG00000117073,0,0,0,0,0,0
ENSMUSG00000117215,0,0,0,0,0,0
ENSMUSG00000117302,0,0,0,0,0,0
ENSMUSG00000117017,0,0,0,0,0,0
ENSMUSG00000117020,0,0,0,0,0,0
